AVzAZOUlmhia5XS5OxXx	I ' m at Yuri Restaurante in Sao Paulo , São Paulo https://t.co/4SegFrx4IU 	 Nao
AVzAZ39lmhia5XS5PgHx	São Paulo é uma cidade fofa Tem um bairro chamado Itaim Bibi 	 Nao
AVzAY51kmhia5XS5Ob2K	De São Paulo para Santa Catarina ... Minhas queridas férias ❤ ️ 	 Nao
AVzAaPUfmhia5XS5P7Ub	a melhor coisa do desfile de são paulo foi Sabrina Sato mesmo 	 Nao
AVzAY6-amhia5XS5OdQX	@BTS_twt @bts_bighit então ... Vocês podiam me dar 2 ingressos pro show e passagens pra São Paulo ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	 Nao
AVzAYxjJmhia5XS5OSJW	CBF veta outro estádio e leva jogo do São Paulo pela Copa do Brasil para Londrina https://t.co/C9jfHv0CPw https://t.co/9L5EfISPVw 	 Sim
AVzAYOcLmhia5XS5NpIh	#OndeTemShow Realize seu Evento ! em São Paulo - SP . O Show será no dia 13/03/2017 . https://t.co/IayQ29Lea4 	 Nao
AVzAYsgOmhia5XS5OMZT	Obra de tozfbc | Jardins - São Paulo | #sampagraffiti #streetart #graffiti @ Rua Haddock Lobo https://t.co/NFIXQukpsB 	 Nao
AVzAZwN2mhia5XS5PXL5	I ' m at Pedro ' s House in São Paulo w / @jpedro468 https://t.co/O9jsR9x5yC 	 Nao
AVzAYsgPmhia5XS5OMcW	Gostei de um vídeo @YouTube https://t.co/4fAcUZSF7d | Hugh Jackman ao vivo em São Paulo - TrailerOffice 	 Nao
AVzAYO0Imhia5XS5Npqj	Recebi proposta de supervisor em São Paulo Bom dia 	 Nao
AVzAZPLjmhia5XS5Oyfg	Gerente de Processos UAU - 99 TAXIS - São Paulo , SP https://t.co/lKZA9YrOuP 	 Nao
AVzAYxAcmhia5XS5ORfu	O que a torcida do São Paulo pegou no pé do Reinaldo não tá escrito - por vezes injustamente . E sempre aguentou de cabeça em pé . Honrado . 	 Sim
AVzAYttImhia5XS5ONM3	Apostei 2 pila com o Vine , falei que o São Paulo vai ganhar quando jogar com o Corinthians 	 Sim
AVzAZU0-mhia5XS5O3-q	I ' m at Casa do Bruno in Vinhedo , São Paulo https://t.co/kOOE2PihOX 	 Nao
AVzAaISGmhia5XS5Pzwa	@dowhtuwant @twoworIdcollide e eles tão em São Paulo 😭 😭 😭 acho que só vai ter encontro lá 	 Nao
AVzAYRqtmhia5XS5NtcS	Em dia de homenagens no Beira - Rio , Inter vence São Paulo - RS e sobe para 6º lugar https://t.co/DA9DORcqWS 	 Sim
AVzAYh7Nmhia5XS5OALC	🌞 DAY @ MASP - Museu de Arte de São Paulo Assis Chateaubriand https://t.co/KXQ1DbGn6O 	 Nao
AVzAZLsemhia5XS5Ouzm	Qualquer vitória já é goleada , VAMO VAMO INTERRR 🔴 ⚪ ❤ — participando de Inter x São Paulo - RS - Campeonato Gaúcho ... https://t.co/4vrBY1PdwT 	 Sim
AVzAYlVMmhia5XS5ODdP	@IniciativaABC @Ricardo_Couto @leonardo_arruda TEMOS QUE TER .. Espero que se vencermos do São Paulo , não se iludam .. PRECISAMOS URGENTE 	 Sim
AVzAZ4VGmhia5XS5PgnJ	Laje comercial para locação em São Paulo - SP , laje comercial para alugar bairro Cidade Jardim - São Paulo https://t.co/vkqb37H92Y 	 Nao
AVzAZGaFmhia5XS5Op1U	I ' m at @Desfrutti in São Paulo , SP https://t.co/aALeefRtIU 	 Nao
AVzAYRNImhia5XS5Ns2_	Mano , Cruzeiro e São Paulo , já da aquele arrepio , eu lembro de Mineirão cantando " Ó TRICOLOR , O QUE ACONTECEU , FOI O CRUZEIRO QUE TE FUDEU ! " 	 Sim
AVzAZnVSmhia5XS5PNFC	I ' m at Rua Flamínio Fávero in São Bernardo do Campo , São Paulo w / @lanzinhobbmp @alanesmariano https://t.co/LMmZqtPnzi 	 Nao
AVzAYMRfmhia5XS5NmVj	Veja fotos do treino do São Paulo https://t.co/Vbau8416dB https://t.co/l4WNIchXkt 	 Sim
AVzAZx0pmhia5XS5PZLg	neilton nao é jogador do sao paulo 	 Sim
AVzAaIeEmhia5XS5Pz_s	Neto e Veloso o gol do Borja lembrou alguns gols do Muller , quando jogava no São Paulo e Palmeiras . Grande abraço . 	 Sim
AVzAZxbumhia5XS5PYwc	I ' m at @SubwayBrasil in São Paulo , SP https://t.co/rshhiuo2C0 	 Nao
AVzAYPuUmhia5XS5Nq2X	sao paulo ganhou eu to aqui sao paulo perdeu eu to aqui diferente de quem aprendeu a torcer ha um mes ou um ano ......... descubra 	 Sim
AVzAYtY_mhia5XS5OMsX	I ' m at Estação Santana ( Metrô ) in São Paulo , SP https://t.co/TCrXVnKHCy 	 Nao
AVzAY4rAmhia5XS5OaWF	SÓ QUERIA REGISTRAR QUE EU JÁ COMPREI PRA DOIS DIAS PRA SÃO PAULO !! VOU DIA 27 E 28 SIM !!!! #DepoisDas11NoTeatro https://t.co/jreMwv5i8p 	 Nao
AVzAYzR6mhia5XS5OUbR	Evino is hiring a Product Designer in São Paulo , BR https://t.co/8SyvfHG7l6 	 Nao
AVzAYNJimhia5XS5Nngd	#DepoisDas11NoTeatro vem pro interior de São Paulo 	 Nao
AVzAZcxlmhia5XS5PA-y	Hoje tem São Paulo em 🇾 🇪 ❤ ️ 	 Sim
AVzAYpezmhia5XS5OIvU	são paulo tomo a goleado e a culpa caiu tudo sobre o denis 	 Sim
AVzAY0rbmhia5XS5OWMF	Quero muito que meu pai fique de vez em São Paulo , quero muito mesmo . 	 Nao
AVzAZjjUmhia5XS5PJyR	#flexJA Renata Fan sai do Inter e vem pro São Paulo . https://t.co/khFi26nZWS 	 Sim
AVzAZ7MLmhia5XS5PkIJ	@AhNegao Podia ser pior , podia ser torcedor do São Paulo hahahaha #iludidossempre 	 Sim
AVzAYhOcmhia5XS5N_XP	@CarlosPort Vamos , São Paulo !!! 🔴 ⚪ ️ ⚫ ️ 	 Sim
AVzAaPlFmhia5XS5P7st	Just posted a photo @ São Paulo , Brazil https://t.co/vLegggCVbM 	 Nao
AVzAaXmomhia5XS5QEY8	Bom desempenho leva São Paulo a renovar contrato de Cueva https://t.co/fbhfXw1tqj https://t.co/YhPxBzuP5r 	 Sim
AVzAaJPrmhia5XS5P04a	si em São Paulo i no RIO o chicote estrala , aqui no SUL do pais também tem arma i policia forjada .. 🎶 	 Nao
AVzAZxEemhia5XS5PYRb	Anhembi : Tempero da Bahia apimenta desfile da Unidos do Peruche em São Paulo https://t.co/t6g72jAzL8 	 Nao
AVzAZm3jmhia5XS5PMeG	I ' m at Academia Villes De France in São Paulo , SP https://t.co/3qokBUnhfr 	 Nao
AVzAZGL1mhia5XS5OpnE	I ' m at Auto - escola Barcelona in São Caetano do Sul , SP , São Paulo https://t.co/IJy0lo5mPb 	 Nao
AVzAYR8Umhia5XS5NtyP	DIA - 08/03/2017 - 17hs - DIA INTERNACIONAL DA MULHER - PRAÇA DA SÉ - SÃO PAULO - M2U06514 : https://t.co/QKa5l5J0Lx via @YouTube 	 Nao
AVzAZiylmhia5XS5PI2S	Palmeiras x São Paulo : https://t.co/5OQQrIg4gT via @YouTube 	 Sim
AVzAYKR-mhia5XS5NkLV	São Paulo mira contratação de mais um camisa 10 para o Brasileirão https://t.co/eoi9XKEmKY https://t.co/LaIoKpvXqQ 	 Sim
AVzAZHDomhia5XS5Oqwt	Um gol do Palmeiras pra cada mundial do São Paulo , e um gol do São Paulo pra cada mundial do Palmeiras 	 Sim
AVzAZLXsmhia5XS5OuhV	mano eu ODEIO o metrô de sao paulo eu ODEIO o governo de sao paulo e eu ODEIO sao paulo eu ODEIO todo mundo 	 Nao
AVzAYg1Dmhia5XS5N-4r	GREVE ? SINDICATO TOMA MULTA MILIONÁRIA EM SÃO PAULO . DÁ - LHE DÓRIA https://t.co/490e7If4gT via @YouTube 	 Nao
AVzAaEs4mhia5XS5Pu5x	Santos perdeu pro São Paulo na vila , perdeu pro Corinthians em itaquera , tá se preparando bem pra liberta kkkkkkkkk 	 Sim
AVzAY0comhia5XS5OV7i	EU QUERO RED HOT EM SÃO PAULO CACETE 	 Nao
AVzAYQK7mhia5XS5Nrhq	Vagas p / ANL DESENV SISTEMAS JR - Itaú Unibanco - São Paulo / SP - https://t.co/1zZFpqucFg 	 Nao
AVzAaTr5mhia5XS5QA4z	@purosso Vai um vide sonbre a polemica das pichaçoes que deu em sao paulo 	 Nao
AVzAYX2mmhia5XS5N0Oh	Com retrospecto recente ao seu favor , Palmeiras é favorito contra o São Paulo nas casas de apostas esportivas https://t.co/mpxI8rtyzT 	 Sim
AVzAZ2ohmhia5XS5PfRJ	Tá me lembrando aquela vez q ganhamos do São Paulo com gol do Betão . 	 Sim
AVzAYhqjmhia5XS5N_0f	I ' m at CCDI - Centro Cultural Dr. Daisaku Ikeda - BSGI in São Paulo , SP https://t.co/zo8LGJPuMg 	 Nao
AVzAYvHrmhia5XS5OO83	Pabllo Vittar 👢 💎 💄 São Paulo , Brasil #dragqueen #dragnacional #dragrace #drag #brasil #art … https://t.co/sd9wRohGG1 	 Nao
AVzAZguOmhia5XS5PGOo	parabens a paulo @salustiano55 e @alanchanoski torci bastante e estou muito ansioso para assistir aqui em São Paulo 🚚 🚚 55 / 37 	 Nao
AVzAYjdJmhia5XS5OCKY	O amor se encontra nos locais mais inusitados . Joakim Antonio @ Zona Norte - São Paulo https://t.co/bl0ZiJTUOs 	 Nao
AVzAYbcpmhia5XS5N455	É impressão minha ou o Kovacic é a cara do Gilberto , do São Paulo ?! kkk #EspanholFoxSports 	 Sim
AVzAYcffmhia5XS5N5T4	Dória faz certo em privatizar o carnaval de São Paulo 	 Nao
AVzAY7numhia5XS5OeFC	QUEM QUISER PARTICIPAR DO SEQUESTRO AQUI EM SÃO PAULO CHAMA NO CHAT HSHSHSHSHSHSHS https://t.co/y4ZH3Un0qd 	 Nao
AVzAaZLZmhia5XS5QGdh	Muito bom 😁 😁 😁 😁 😁 @suzyrego #fabulous #domingando #suzyrego #carmaval2017 @ Santos , Sao Paulo , Brazil https://t.co/AVhMp6C8Sy 	 Nao
AVzAZTu1mhia5XS5O3GH	Lindo o desfile de São Paulo , #TomMaior está abrindo com alegria e lixo . Parabéns para a família Tom Maior 👏 	 Nao
AVzAZssOmhia5XS5PUA2	Melhor acabar a liga das escolas de samba de São Paulo !!! Não aguento mais tanta ladroeira #ApuraçãoSP 	 Nao
AVzAaGRNmhia5XS5PxH9	@FSRadioBrasil sormane a polícia de São Paulo perdeu essa guerra a muito tempo já tem mais de três anos que é torcida única 	 Nao
AVzAYtdymhia5XS5OMyi	Gostei de um vídeo @YouTube de @damianigui https://t.co/j8t1uivnpZ CARIOCA EM SÃO PAULO SOFRE BULLYING POR SER DO MÉIER | | Responde 	 Nao
AVzAZZsnmhia5XS5O-R0	@naathruts São Paulo fia . 	 Nao
AVzAaKinmhia5XS5P2rk	I ' m at Nível A - @nivel_a in São Paulo , SP https://t.co/cJMDry5fbV 	 Nao
AVzAYt-Gmhia5XS5ONij	Duo Little Nation faz show inédito em São Paulo nesta quarta - feira https://t.co/LaH0EwJDQQ #noticias #entretenimento 	 Nao
AVzAZfXKmhia5XS5PEUl	Obrigado São Paulo ! Obrigado Ibirapuera ! Obrigado Basquete ! Obrigado Clubes ! Obrigado Atletas ! Circo sendo desmonta … https://t.co/NeohWOdOXU 	 Nao
AVzAaZqRmhia5XS5QHFY	I ' m at São Paulo - @saopaulo_agora in São Paulo https://t.co/ctMJEgeor5 	 Nao
AVzAZxVpmhia5XS5PYnP	I ' m at 6118-10 Jd . Icaraí in São Paulo https://t.co/nnV0LAwIPC 	 Nao
AVzAaJ42mhia5XS5P1wg	Torcida do @Corinthians é igual à dos 3 rivais somados na cidade de São Paulo https://t.co/WyRVCtW9n3 ( via @ge_timao ) #SCCP #TIMAO 	 Nao
AVzAZKeXmhia5XS5Otbe	Just posted a photo @ São Paulo , Brazil https://t.co/HpBgdoxO54 	 Nao
AVzAaE36mhia5XS5PvLU	I ' m at Meu Pedaço Pizza Bar in Santos , São Paulo https://t.co/IscaRBSPz5 	 Nao
AVzAY6wkmhia5XS5OdEY	É HOJE !!! São Paulo FC x Ituano Futebol Clube às 16h . Ainda dá tempo pra você comprar ingressos aqui no ... https://t.co/v8uWe4eIyO 	 Sim
AVzAYm9Emhia5XS5OFjf	Running ( @ Poli Cerejeiras in Sao Jose Dos Campos , SAO PAULO ) https://t.co/sEDH5fWtbU 	 Nao
AVzAYddhmhia5XS5N6dP	Policiais do Estado de São Paulo são recebidos pelo presidente da Assembleia em ato contra PEC 287 / 16 … https://t.co/hig7fBqJCN 	 Nao
AVzAYX2nmhia5XS5N0TO	03-13 SAO PAULO , BRAZIL - MARCH 12 : Bruno Henrique of Santos ... #levi https://t.co/uLZkXEjoBS 	 Nao
AVzAZ2ohmhia5XS5PfSC	Os garotos de São Paulo são muito loucos akaka 	 Nao
AVzAaCLFmhia5XS5PsME	2 dias em são paulo eu já dei jet com quase todos os amigos que eu precisava ver . quem tá faltando vamo agilizar aí cuzoes pq terça eu parto 	 Nao
AVzAZSiqmhia5XS5O1a6	Real Time - São Paulo às 14h35 : Globo 12.5 , Record 9.5 , SBT 8.3 #TemperaturaMaxima #DomingoShow #DomingoLegal 	 Nao
AVzAaZ-Qmhia5XS5QHhC	Chuva causa alagamentos em São Paulo - https://t.co/RifA1FRpHC 	 Nao
AVzAYzyjmhia5XS5OVHy	@FoxSports_br Pq o são Paulo leva tantos gols 	 Sim
AVzAYL35mhia5XS5Nl3X	Olar são paulo , cheguei 	 Nao
AVzAYH_mmhia5XS5NiYP	amanda e sua calça nova @ MAM - Museu de Arte Moderna de São Paulo https://t.co/GZKRTSakSi 	 Nao
AVzAYU52mhia5XS5NwXv	É engraçado ver as noticias do Sao Paulo hoje . Ano passado o time era criticado por nao fazer gols , hoje é pq ele so fez 3 no jogo kkkkk 	 Sim
AVzAZQFPmhia5XS5Ozyk	Sem Cueva , Ceni vai mudar esquema do São Paulo https://t.co/NcEeQfXjkl 	 Sim
AVzAYRGcmhia5XS5NssV	I ' m at @NovaChevrolet in São Paulo , SP https://t.co/TVqN9MxEPX 	 Nao
AVzAYXlfmhia5XS5Nz3x	I ' m at Estação Pinheiros ( CPTM ) - @cptm_oficial in Sao Paulo capital , SP , SP https://t.co/Yg8g2B07EG 	 Nao
AVzAZsSamhia5XS5PTii	I ' m at Comercial Esperança in São Paulo https://t.co/CqZAf0a9Wy 	 Nao
AVzAZDG4mhia5XS5Oln6	Gostei de um vídeo @YouTube de @damonandjo https://t.co/rIsahCwNr9 ENCONTRO SÃO PAULO | DAMON AND JO MEETUP 	 Nao
AVzAZpnLmhia5XS5PQH8	“ Domingo Show ” vai bem e mantém a vice - liderança isolada em São Paulo e no Brasil em fevereiro … https://t.co/IxgRdakY3y 	 Nao
AVzAZjF1mhia5XS5PJST	Meu São Paulo sempre dá show ! 4x1 fora os ameaços 🇾 🇪 	 Sim
AVzAY_iTmhia5XS5OhlJ	Secretário do Meio Ambiente de São Paulo - Gilbeto Natalini - usa tecnologia para plantar no dia do Plantio Global https://t.co/xkQanygchQ 	 Nao
AVzAZS2Lmhia5XS5O1xK	🍕 ( @ Cepam - @padariacepam in São Paulo , SP w / @vinihardt ) https://t.co/0teqYe6Jfg 	 Nao
AVzAYzoMmhia5XS5OU1Y	Gosta de rock ? Confira nove shows do gênero que rolam em São Paulo https://t.co/x7qekvQFo0 	 Nao
AVzAZbu3mhia5XS5O_3I	⚡ ️ “ É hoje ! The Wings Tour chega a São Paulo ” https://t.co/SI8BA2t95E 	 Nao
AVzAZy55mhia5XS5Papc	BORA TOMAR MENOS GOL SÃO PAULO 	 Sim
AVzAZ9W1mhia5XS5Pm9y	I ' m at Red Cabelo & amp ; Estética in São Paulo , SP https://t.co/KuY5IJ4R9p 	 Nao
AVzAYE8Vmhia5XS5NeZq	O cantor #TÁRSIS_SIQUEIRA_VILHENA lançará seu CD na Expo São Paulo Cristã , que acontecerá de 17 a 19 de agosto ... https://t.co/WetiugIYvT 	 Nao
AVzAZ4mCmhia5XS5PhDq	São Paulo fez 1x0 e em seguida ja tomou o empate haha 	 Sim
AVzAYJL-mhia5XS5NjZF	Tinham que escolher os jurados em vitória igual fizeram em São Paulo , assim o carnaval seria menos roubado 	 Nao
AVzAZc8rmhia5XS5PBI9	@gaius_red melhor , São Paulo em Hi - Fi 	 Nao
AVzAYrPZmhia5XS5OLCx	Souza , ex - jogador de São Paulo e PSG , é preso pela Polícia Federal em Ceilândia https://t.co/WfWytwQNHX https://t.co/UV6wQtQRVL 	 Sim
AVzAYxdMmhia5XS5OSGA	Programa de Marcela Temer para a infância é barrado em São Paulo https://t.co/8XvSHlBb8S https://t.co/QxJg3aRmdr 	 Nao
AVzAZwwbmhia5XS5PX45	menor , meu pai me ligou agora e quer que eu va morar com ele em São Paulo ........ 	 Nao
AVzAZuqmmhia5XS5PVcs	São Paulo : Sensação térmica de 72 graus ! 😅 ☀ ️ 🔥 https://t.co/8YLlbnQ4A4 	 Nao
AVzAZjdUmhia5XS5PJwo	São Paulo x Palmeiras : a maior rivalidade da cidade de São Paulo ! https://t.co/UHO1HYpxCI 	 Sim
AVzAZgd9mhia5XS5PFwv	@Correia_Daniell São Paulo Campeão copa do Brasil 2017 não falei que o Leco não presta , cade o Mundial ? 😠 Kkkkkkkkkk Tudo tem um limite . 	 Sim
AVzAaRsCmhia5XS5P-Rz	Adicionei um vídeo a uma playlist @YouTube https://t.co/ZYheNGXXKO 15 Anos - DVD Completo ( Ao Vivo em São Paulo ) 	 Nao
AVzAYz-Kmhia5XS5OVWH	Tradução do Tweet da bts_bighit após o primeiro show em São Paulo & lt ; 3 Cr . Tr . ( kr - pt ) : Nalu @btsbrazil_twt https://t.co/ckALaWBUvn 	 Nao
AVzAaTIjmhia5XS5QAG0	SP 270 Raposo Tavares : Colisão entre moto e veículo de passeio Sentido São Paulo 1ª e 2ª faixa INTERDITADAS 	 Nao
AVzAaMBYmhia5XS5P3VP	Agente De Suporte Técnico I ( Provedor De Internet ) em São Paulo - SP https://t.co/e1pBd7aJ38 #vagas 	 Nao
AVzAZvd4mhia5XS5PWHx	Mais Paulistão : Ceni aposta em discursos para motivar time do São Paulo https://t.co/yQkp8cDbAt 	 Sim
AVzAaG71mhia5XS5Px_p	Brasil & gt ; & gt ; São Paulo FC on Twitter : " Com ⚽ ⚽ ⚽ de Cícero , Tricolor avança na @Co … https://t.co/W9NYqZfTgn , see more https://t.co/M11IRJAWFA 	 Sim
AVzAYeMwmhia5XS5N7cZ	Só boa .... 👊 👊 @ Osasco , Sao Paulo https://t.co/voEmWYZWx6 	 Nao
AVzAYQANmhia5XS5NrQq	Quando o sol n deixa vc fazer carão ☹ ️ @ São Paulo , Brazil https://t.co/lXYESloriw 	 Nao
AVzAYjSEmhia5XS5OCAA	A imprensa vive São Paulo , os caras só visam lá , tanto que pra muitos lá FlaFlu é maior que um Clássico dos milhões , onde o nome já diz tudo 	 Nao
AVzAZGApmhia5XS5OpVJ	significado de FEIO foi atualizado para São Paulo x Ituano com sucesso 	 Sim
AVzAZWS9mhia5XS5O59o	Tá todo mundo vindo pro Brasil mas é só para Rio e São Paulo 	 Nao
AVzAZqYdmhia5XS5PRFX	Gostei de um vídeo @YouTube de @tim_explica https://t.co/yP95AHowo8 Famoso em São Paulo ? 	 Nao
AVzAYWHxmhia5XS5Nx9Q	@danielperrone ótima pedida quando for a são Paulo pra ver meu primeiro jogo no Morumbi com certeza vou de Amani 	 Nao
AVzAYMzKmhia5XS5NnA0	I ' m at @Doctor_Feet in São Paulo , SP https://t.co/7VkHESNRsv 	 Nao
AVzAYokRmhia5XS5OHvF	I ' m at Paróquia Armênia Católica São Gregório Iluminador in São Paulo , SP https://t.co/r2GAq9XJo1 	 Nao
AVzAYViZmhia5XS5NxNU	Última semana de ensaio ... ( @ Espaço Eldorado in São Paulo , SP ) https://t.co/gKr9K2Bbsd 	 Nao
AVzAaTyCmhia5XS5QBCE	I ' m at Nautilus Academia in Jacareí , São Paulo https://t.co/69BSR2dhdr 	 Nao
AVzAZ6Pzmhia5XS5PitW	São Paulo leva muito gol vei mds 	 Sim
AVzAZwY4mhia5XS5PXah	Com gritos de " Fora Temer " , Orquestra Voadora estreia em São Paulo https://t.co/dmhsvS2U6I 	 Nao
AVzAYf3hmhia5XS5N9pd	AMANHÃ TEM HEIN ✌ SÃO PAULO F.C . ❤ ⚪ ⚫ #SPFC #AvanteMeuTricolor 	 Sim
AVzAYLCvmhia5XS5NlGk	@etironi Acho que o ESTILO de jogo do técnico do corinthias é esse mesmo , O São Paulo tamb não tá pronto e joga diferente . Certo ? 	 Sim
AVzAaKDpmhia5XS5P1_o	Será que o aviamento são paulo vai tá aberto amanhã ? 	 Nao
AVzAY5avmhia5XS5ObJz	so pelo ultimo mes posso ser guia de Sao Paulo ja 	 Nao
AVzAZQXRmhia5XS5O0FV	I ' m at Bela Vista - @sp_prefeitura in São Paulo , SP https://t.co/uFAFtSEa6g 	 Nao
AVzAaNcImhia5XS5P45R	Doria faz parceria com McDonald ' s para empregar cem moradores de rua - São Paulo - Estadão https://t.co/TNXh7LCve9 	 Nao
AVzAaZebmhia5XS5QG4m	OPINIÃO Novorizontino 2x2 São Paulo . Leia mais : https://t.co/7YUsh2Fbis https://t.co/RxcT3egCx7 #SPFC 	 Sim
AVzAaTNMmhia5XS5QAUx	o que eu quero é ver o São Paulo campeão !!! 	 Sim
AVzAZIatmhia5XS5OrGp	Lucas Fernandes renova contrato com o São Paulo até 2021 https://t.co/BHStWlvn1D https://t.co/1nPet3aXNK 	 Sim
AVzAZT9Xmhia5XS5O3Tm	Gostei de um vídeo @YouTube https://t.co/vhWHmRl2uG Harmonia - Harmonia do Samba - Harmonia das Antigas em São Paulo 	 Nao
AVzAYqaRmhia5XS5OJ9F	Comunidade jurídica de São Paulo comenta impactos da " lava jato " https://t.co/dnrcCv3moz 	 Nao
AVzAYW9jmhia5XS5NzEq	Hje Tem São Paulo . 🔴 ⚪ ⚫ 😍 👊 👊 💪 #VamosSãoPaulo 🔴 ⚪ ⚫ 😍 #AvanteMeuTricolor 🔴 ⚪ ⚫ 👊 💪 #ChoqueRei https://t.co/endXbS92kl 	 Sim
AVzAZDgSmhia5XS5OmIH	Já tô vendo o São Paulo sofrendo do mesmo problema que o Atlético sofreu ano passado . 	 Sim
AVzAaTNMmhia5XS5QAUu	@MidiaNINJA . Desce o kassete nesses cracudos e manda pegar una estrada pra fora de são paulo .. 	 Nao
AVzAZCPHmhia5XS5OkhA	I ' m at Lua Crescente in santana de parnaiba , São Paulo https://t.co/cSNH7n6uKJ 	 Nao
AVzAabx6mhia5XS5QJvX	I ' m at choperia Central in Embu Das Artes , são paulo https://t.co/7bnPNu75w1 	 Nao
AVzAYpezmhia5XS5OIxn	#emprego ARQUITETO SP - https://t.co/Pz21WasD8r - #São Paulo 	 Nao
AVzAZlHGmhia5XS5PKdV	@dilmabr vamos pedir uma CPI do metrô de são Paulo . 	 Nao
AVzAYXIvmhia5XS5NzUN	I ' m at Empório Petshop in Presidente Prudente , São Paulo https://t.co/VpwhNiaB4b 	 Nao
AVzAYNhjmhia5XS5Nn9T	@cynaramenezes em São Paulo tão impossíveis . Quem mora aqui fica besta as vezes . Aí fica calado pq se não sai briga . Eu cansei de brigar . 	 Nao
AVzAZy55mhia5XS5ParS	VAGA GARANTIDA - Com 3 gols de Cícero , São Paulo vence PSTC e avança na Copa do Brasil https://t.co/AV2PEnCcA0 https://t.co/wS8dLdHHpm 	 Sim
AVzAYJe4mhia5XS5Njk_	@LiviaNepoFox Bom dia Livia esse ano vai da Dragões da Real vai São Paulo ! linda demais ! 	 Nao
AVzAZqw8mhia5XS5PRhr	GGGGGGOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOLLLLLL DO SÃO PAULO PORRA , É DELE DO GOLBERTO 	 Sim
AVzAYexImhia5XS5N8Nt	Queria ter ido pra São Paulo hoje 	 Nao
AVzAZXyKmhia5XS5O76z	I ' m at Bom Retiro - @sp_prefeitura in São Paulo , SP https://t.co/d1M0jA6x8X 	 Nao
AVzAYoSFmhia5XS5OHXG	Brasil botons boton pins crachas ( 31 ) 3032-8355 #Botons # BH Sao Paulo https://t.co/o8mFBSVemI ( 11 ) 2877-8408 Bot … https://t.co/hKEsrse6jK 	 Nao
AVzAYK1Wmhia5XS5Nk1G	Depois que eu pesar , vou comer na melhor churrascaria de São Paulo , pprt 	 Nao
AVzAYX9Amhia5XS5N0YU	Details ️ outside the shows at São Paulo Fashion Week #spfwn43 – by @leeoliveira … https://t.co/Q6sEJJXv6V https://t.co/RqbJzOwhpV 	 Nao
AVzAZ1Ixmhia5XS5PdoE	COMPARTILHE ! - Analista Desenvolvedor Java / Sql - São Paulo ( SP ) https://t.co/h4LXGGGAYi 	 Nao
AVzAYgdpmhia5XS5N-c1	Tem fila , mas vale o rango . ( @ Alcachofra in São Paulo , SP ) https://t.co/ZlkRPKzLOL 	 Nao
AVzAaQ7wmhia5XS5P9UR	CENTRAL FOX ( 02/03/2017 ) SÃO PAULO , FLUMINENSE , PALMEIRAS , FLAMENGO E MAIS : https://t.co/45T1GAP4ql via @YouTube 	 Sim
AVzAYxpKmhia5XS5OSUW	n sei vcs mas sou mais um clássico entre Corinthians e Palmeiras do que um entre Santos e São Paulo 	 Sim
AVzAZA5zmhia5XS5OiwO	Dois primeiros gols do São Paulo foram " falhas clamorosas " , como diria Super Hélio , da defesa abecedista . 	 Sim
AVzAZd8Gmhia5XS5PCi9	@caamilasenna vai IG Stories : " Será que assim eu acordo ? " #camilasenna @ São Paulo , Brazil https://t.co/S9eUk18eN6 	 Nao
AVzAYvp1mhia5XS5OPwq	Ex - ' túmulo do samba ' , São Paulo em breve terá o maior Carnaval do país https://t.co/GrGPYTny8f 	 Nao
AVzAZTFwmhia5XS5O2Lk	dias 19 e 20 eu vou fingir que são paulo é em outro país pra machucar menos 	 Nao
AVzAZwj8mhia5XS5PXn6	Inauguração do estudio ( @ Rising Power Estudios in Santo André , São Paulo ) https://t.co/o3yFrZIInr 	 Nao
AVzAZxtcmhia5XS5PZFo	Acusado de participação na tentativa de assalto às agências bancárias de Bom Jesus da Lapa foi preso em São Paulo - https://t.co/jeuBubnFdq 	 Nao
AVzAYlVKmhia5XS5ODXG	I ' m at Tio da Cerveja in São Paulo , SP https://t.co/fS2W2z0Osr 	 Nao
AVzAYv9Mmhia5XS5OQJG	Doação Machos , porte pequeno , máximo 3 anos , dóceis - Cachorros - Vila Esperança , São Paulo | OLX https://t.co/RIE6XFAKba 	 Nao
AVzAZX9Lmhia5XS5O8Lw	I ' m at Rock Fight in São Paulo , SP https://t.co/ziYW5yVu14 	 Nao
AVzAYXONmhia5XS5Nzcv	Galera de São Paulo ! Hoje é dia de show no High Line com o Leo Cury . Começo a tocar as 00:30 , e vai ter live ... https://t.co/DMvMFLQuCf 	 Nao
AVzAaIkFmhia5XS5P0HR	A supremacia do Fora Temer nos blocos de Carnaval de São Paulo e no Brasil confunde os turistas estrangeiros.Sem ... https://t.co/uJKAAWpsMt 	 Nao
AVzAZaoDmhia5XS5O-vW	Reencontro de ‘ carrasco ’ Borja com o São Paulo é destaque na imprensa colombiana : https://t.co/ATPdNfBJe2 … https://t.co/VmDEO5D2r3 	 Sim
AVzAYeSwmhia5XS5N7kX	Time for food and beer . ( @ Bella Augusta in São Paulo , SP ) https://t.co/nOmnoDyyL8 https://t.co/WUAT5qRoMX 	 Nao
AVzAZ_dgmhia5XS5Pp34	@srapetersen e vamos ser maioria , isso aqui não é são Paulo 	 Nao
